Site,Survey," Depth [fresh water, m]", Temperature [deg C],Fluorescence [mg/m^3],Oxygen [mg/l],Conductivity [uS/cm],Specific Conductance [uS/cm],Beam Attenuation [1/m], Beam Transmission [%],"SPAR, Biospherical","PAR/Irradiance, Biospherical",CPAR/Corrected Irradiance [%],Density [kg/m^3],"Time, Elapsed [seconds]","Pressure, Digiquartz [db]",Bottles Fired,Altimeter [m], Descent Rate [m/s],pH,Latitude [deg],Longitude [deg],Mean Size [μm] ,Total Volume Concentration [PPM] ,Derived Oxygen [mg/l],Nbin,Flag
Boot Island 73,CSMI I June 2023,46,4.0056,0.1463,13.1788,118.76838,204.727,-3.5672,109.3276,1193.9,1.00E-12,8.38E-14,1000.272,437.434,45.109,0,29.94,0.353,8.106,45.85498,-84.25702,74.3633,49.2413,13.09784,2,0
Boot Island 73,CSMI I June 2023,47,4.0045,0.151,13.1735,118.81391,204.813,-3.5414,109.2573,1194.5,1.00E-12,8.37E-14,1000.2768,440.301,46.092,0,28.92,0.343,8.106,45.85497,-84.25702,74.9062,50.0808,13.0982,3,0
Boot Island 73,CSMI I June 2023,48,4.0048,0.1458,13.1696,118.824148,204.829,-3.5811,109.3658,1193.9,1.00E-12,8.38E-14,1000.2817,443.08,47.072,0,27.86,0.348,8.106,45.85496,-84.25702,74.5967,49.5994,13.0981,3,0
Boot Island 73,CSMI I June 2023,49,4.0039,0.1459,13.169,118.844289,204.87,-3.5701,109.3358,1193.9,1.00E-12,8.38E-14,1000.2866,445.79,48.053,0,26.78,0.362,8.106,45.85496,-84.25703,74.4518,49.4369,13.09841,3,0
Boot Island 73,CSMI I June 2023,50,4.0032,0.1326,13.163,118.851213,204.887,-3.5938,109.4006,1193,1.00E-12,8.38E-14,1000.2914,448.434,49.032,0,25.81,0.378,8.104,45.85494,-84.25706,74.3611,49.3789,13.09865,2,0
Boot Island 73,CSMI I June 2023,51,4.0033,0.1322,13.1703,118.860899,204.903,-3.587,109.3821,1193.3,1.00E-12,8.38E-14,1000.2963,451.091,50.013,0,24.75,0.372,8.103,45.85494,-84.25706,74.4434,49.5221,13.09862,3,0
Boot Island 73,CSMI I June 2023,52,4.0026,0.1322,13.172,118.856626,204.9,-3.5777,109.3564,1192.1,1.00E-12,8.39E-14,1000.3011,453.684,50.996,0,23.72,0.375,8.102,45.85494,-84.25707,74.353,49.0701,13.09885,2,0
Boot Island 73,CSMI I June 2023,53,4.0015,0.1322,13.1636,118.876654,204.943,-3.5841,109.3741,1192.1,1.00E-12,8.39E-14,1000.306,456.185,51.975,0,22.67,0.39,8.102,45.85494,-84.25708,74.7961,50.0503,13.09923,3,0
Boot Island 73,CSMI I June 2023,54,4.0019,0.1177,13.1606,118.867478,204.924,-3.5837,109.373,1191.2,1.00E-12,8.39E-14,1000.3108,458.661,52.956,0,21.7,0.401,8.102,45.85494,-84.2571,74.5927,49.4871,13.0991,2,0
Boot Island 73,CSMI I June 2023,55,4.001,0.1282,13.1689,118.875729,204.944,-3.5913,109.3937,1189.1,1.00E-12,8.41E-14,1000.3157,461.14,53.938,0,20.6,0.396,8.102,45.85494,-84.25711,75.1189,49.9112,13.09939,3,0
Boot Island 73,CSMI I June 2023,56,3.9997,0.1185,13.1605,118.873471,204.949,-3.5945,109.4025,1188.6,1.00E-12,8.41E-14,1000.3205,463.528,54.917,0,19.58,0.412,8.102,45.85494,-84.25712,74.5978,49.7947,13.09983,2,0
Boot Island 73,CSMI I June 2023,57,4.0013,0.1231,13.159,118.882575,204.954,-3.5838,109.3734,1189.2,1.00E-12,8.41E-14,1000.3254,465.967,55.897,0,18.6,0.4,8.102,45.85493,-84.25712,74.9246,50.0733,13.0993,3,0
Boot Island 73,CSMI I June 2023,58,4.0024,0.1189,13.1637,118.886111,204.952,-3.5904,109.3912,1189.2,1.00E-12,8.41E-14,1000.3302,468.778,56.879,0,17.5,0.345,8.102,45.85492,-84.25712,74.5519,49.6441,13.09893,3,0
Boot Island 73,CSMI I June 2023,59,4.0015,0.1186,13.166,118.890137,204.966,-3.5891,109.3876,1190.4,1.00E-12,8.40E-14,1000.3351,471.544,57.86,0,16.48,0.357,8.099,45.85492,-84.25713,75.2259,50.2333,13.09923,2,0
Boot Island 73,CSMI I June 2023,60,3.9961,0.1237,13.1698,118.873596,204.975,-3.5871,109.3822,1188.4,1.00E-12,8.41E-14,1000.3399,474.303,58.84,0,15.48,0.353,8.099,45.85492,-84.25714,74.2556,49.2235,13.1011,3,0
Boot Island 73,CSMI I June 2023,61,3.9868,0.1095,13.1586,118.849772,204.999,-3.598,109.4121,1186.9,1.00E-12,8.43E-14,1000.3448,476.986,59.82,0,14.5,0.369,8.099,45.8549,-84.25716,74.521,49.3319,13.10428,3,0
Boot Island 73,CSMI I June 2023,62,3.9892,0.1119,13.1673,118.851647,204.987,-3.6,109.4175,1185,1.00E-12,8.44E-14,1000.3496,479.702,60.802,0,13.49,0.358,8.097,45.8549,-84.25716,74.4778,49.5323,13.10348,2,0
Boot Island 73,CSMI I June 2023,63,3.9936,0.1092,13.148,118.874379,204.994,-3.5897,109.3894,1183.8,1.00E-12,8.45E-14,1000.3544,482.327,61.781,0,12.47,0.372,8.099,45.8549,-84.25718,74.5271,49.6216,13.10194,3,0
Boot Island 73,CSMI I June 2023,64,3.9933,0.1095,13.1592,118.868152,204.986,-3.5944,109.4022,1182.8,1.00E-12,8.45E-14,1000.3593,484.93,62.763,0,11.46,0.38,8.097,45.8549,-84.25719,74.4423,49.3378,13.10205,3,0
Boot Island 73,CSMI I June 2023,65,3.9938,0.105,13.1609,118.884416,205.01,-3.5732,109.3443,1181.6,1.00E-12,8.46E-14,1000.3641,487.468,63.743,0,10.44,0.388,8.097,45.8549,-84.2572,74.6011,49.24,13.10187,2,0
Boot Island 73,CSMI I June 2023,66,3.9882,0.114,13.1647,118.864522,205.015,-3.598,109.4118,1182.2,1.00E-12,8.46E-14,1000.369,489.987,64.724,0,9.5,0.393,8.097,45.8549,-84.2572,74.5222,49.7932,13.10382,3,0
Boot Island 73,CSMI I June 2023,67,3.9844,0.105,13.1476,118.862603,205.039,-3.5945,109.4025,1180.8,1.00E-12,8.47E-14,1000.3739,492.479,65.706,0,8.53,0.39,8.095,45.8549,-84.25722,74.8446,49.7965,13.10511,2,0
Boot Island 73,CSMI I June 2023,68,3.9847,0.1049,13.1598,118.86785,205.046,-3.5877,109.3837,1181,1.00E-12,8.47E-14,1000.3787,494.88,66.685,0,21.38,0.406,8.095,45.8549,-84.25722,74.9249,49.7957,13.10503,3,0
Boot Island 73,CSMI I June 2023,69,3.9826,0.1049,13.1535,118.8883,205.096,-3.5889,109.3873,1180.8,1.00E-12,8.47E-14,1000.3836,497.286,67.666,0,7.83,0.41,8.097,45.8549,-84.25722,74.7427,49.4149,13.10576,2,0
Boot Island 73,CSMI I June 2023,70,3.9816,0.1049,13.1499,118.884339,205.096,-3.5891,109.3877,1180.8,1.00E-12,8.47E-14,1000.3884,499.626,68.646,0,5.93,0.421,8.097,45.8549,-84.25722,74.7253,49.6735,13.10609,2,0
Boot Island 73,CSMI I June 2023,71,3.9804,0.1049,13.1579,118.897332,205.127,-3.5979,109.4118,1179.3,1.00E-12,8.48E-14,1000.3933,501.954,69.627,0,37.71,0.421,8.092,45.8549,-84.25722,74.8452,49.6109,13.10649,3,0
Boot Island 73,CSMI I June 2023,72,3.9806,0.0988,13.1505,118.895953,205.123,-3.5806,109.3645,1179,1.00E-12,8.48E-14,1000.3981,504.21,70.608,0,7.36,0.437,8.096,45.8549,-84.25724,75.1713,50.1515,13.10642,2,0
Boot Island 73,CSMI I June 2023,73,3.9813,0.1128,13.1458,118.883875,205.097,-3.5725,109.3424,1178,1.00E-12,8.49E-14,1000.4029,506.653,71.588,0,2.41,0.393,8.094,45.8549,-84.25724,74.9508,49.7639,13.10618,2,0
Boot Island 73,CSMI I June 2023,74,3.9818,0.0981,13.1456,118.887962,205.101,-3.5931,109.3987,1176.9,1.00E-12,8.50E-14,1000.4078,512.3,72.568,0,1.08,0.107,8.092,45.85489,-84.25728,74.8121,49.567,13.10602,9,0
French River 18,CSMI I June 2023,1,12.8502,-0.0114,10.4175,123.038269,162.536,25.1612,56.8741,1819.8,201.69,11.074,999.4626,21.826,0.993,0,7.89,0.301,9.844,45.79041,-81.01281,-99.0154,0.0104,10.5673,2,0
French River 18,CSMI I June 2023,2,12.8171,0.1448,11.4343,134.770026,178.166,-4.5203,107.1628,1724.3,52.522,3.1489,999.477,29.318,1.957,0,8.54,0.035,7.956,45.79047,-81.01287,-98.8363,0.0104,10.57465,11,0
French River 18,CSMI I June 2023,3,12.8448,0.3052,11.5064,133.474957,176.331,-1.1732,102.9684,1803.3,54.911,3.0414,999.4775,34.822,2.935,0,9.47,0.546,8.25,45.7905,-81.0129,-98.5183,0.0106,10.56813,2,0
French River 18,CSMI I June 2023,4,12.8003,0.3141,12.24,133.263248,176.259,-1.1959,103.0349,1832.2,45.741,2.4919,999.4877,36.93,3.919,0,8.44,0.435,8.244,45.79053,-81.01293,-74.7178,0.1382,10.57871,3,0
French River 18,CSMI I June 2023,5,12.8684,0.3546,10.4274,112.861492,149.053,-1.1893,103.0181,1836.8,25.127,1.3689,999.4741,63.016,4.901,0,6.71,0.031,8.225,45.7907,-81.01315,91.8869,60.6026,10.56341,33,0
French River 18,CSMI I June 2023,6,12.5595,0.6508,10.8799,133.773385,178.03,-1.2985,103.2996,1765.4,17.919,1.0168,999.527,156.603,5.865,0,5.54,0.246,8.191,45.79104,-81.01348,74.3109,53.8244,10.63607,67,0
French River 18,CSMI I June 2023,7,12.6513,0.4956,10.8326,131.245968,174.278,-1.3159,103.3445,2080.8,13.547,0.64382,999.5192,281.915,6.868,0,4.11,0.21,8.185,45.79167,-81.01408,74.0929,53.453,10.61422,5,0
French River 18,CSMI I June 2023,8,12.3521,0.6807,10.9234,130.439903,174.595,-1.4144,103.5993,2108.4,8.9239,0.42324,999.5599,266.63,7.841,0,3.14,0.264,8.184,45.79162,-81.01404,76.5701,55.8217,10.68613,3,0
French River 18,CSMI I June 2023,9,11.8019,0.67,11.0039,128.944209,175.175,-1.6597,104.2366,2133.5,6.3374,0.29772,999.6279,272.131,8.819,0,2,0.267,8.175,45.79164,-81.0141,75.2998,54.3458,10.82066,6,0
French River 18,CSMI I June 2023,10,10.8469,0.9084,11.266,126.285715,176.135,-2.044,105.2459,2173.7,3.0021,0.13833,999.7337,304.544,9.804,1,5.38,0.047,8.16,45.79185,-81.01441,76.6256,56.3624,11.06121,56,0
French River 18,CSMI I June 2023,11,10.6713,2.031,11.3077,125.763287,176.268,-2.29,105.8902,2123,4.668,0.21913,999.7562,353.01,10.783,4,-1.16,0.146,8.143,45.79214,-81.01479,76.8569,55.3935,11.10602,2,0
French River 46,CSMI I June 2023,1,12.8035,0.4224,11.3432,135.916775,179.753,24.1655,57.7007,1956,219.02,11.192,999.4747,282.136,0.99,0,55.59,0.192,7.726,45.69912,-81.08533,-85.138,3.7782,10.57783,1,0
French River 46,CSMI I June 2023,2,12.8369,0.5109,12.4197,136.747284,180.692,-7.0291,113.4486,1946.8,55.636,2.8679,999.4755,288.146,1.96,0,36.77,0.098,8.134,45.69912,-81.08536,-10.3792,23.714,10.56991,11,0
French River 46,CSMI I June 2023,3,12.8233,0.3201,12.4492,137.043948,181.149,-1.5712,104.0216,1878.5,61.473,3.2632,999.482,291.938,2.928,0,59.9,0.657,8.131,45.69912,-81.08537,-86.0596,3.5323,10.5731,1,0
French River 46,CSMI I June 2023,4,12.8125,0.3875,13.4185,136.557609,180.557,-1.6521,104.2169,1774,38.638,2.1854,999.4877,295.557,3.936,0,40.95,0.294,8.159,45.69913,-81.08541,-98.3309,0.0106,10.57573,3,0
French River 46,CSMI I June 2023,5,12.7231,0.4553,13.7256,136.361954,180.725,-1.7152,104.3813,1775,24.856,1.3989,999.5034,297.71,4.902,0,54.9,0.375,8.168,45.69914,-81.08542,10.5134,28.1201,10.5969,3,0
French River 46,CSMI I June 2023,6,12.738,0.119,9.3531,134.371668,178.018,-1.7337,104.4295,1547.9,21.956,1.4277,999.5052,423.832,5.853,0,28.41,-0.01,8.191,45.69919,-81.08636,106.0124,58.6601,10.59346,57,0
French River 46,CSMI I June 2023,7,12.6059,0.3481,10.9481,134.883201,179.324,-1.7216,104.398,1671.7,13.769,0.82427,999.5265,501.141,6.865,0,72.93,0.305,8.185,45.6992,-81.08693,73.3861,48.4025,10.62491,1,0
French River 46,CSMI I June 2023,8,12.4255,0.4199,10.9973,134.600998,179.814,-1.7441,104.4568,1742.1,10.261,0.58994,999.5529,507.015,7.841,0,72.92,0.462,8.182,45.6992,-81.087,78.0578,53.1447,10.66834,3,0
French River 46,CSMI I June 2023,9,11.9485,0.5336,11.1276,133.763062,181.004,-1.7667,104.5157,1782.3,8.1091,0.45555,999.6134,509.592,8.825,0,72.12,0.394,8.186,45.6992,-81.08702,82.382,57.3026,10.78451,3,0
French River 46,CSMI I June 2023,10,10.6817,0.6229,11.3841,131.262971,183.926,-1.7886,104.5729,1727.9,6.8325,0.39528,999.7529,512.931,9.803,0,72.01,0.295,8.196,45.69922,-81.08705,129.9978,145.4161,11.10347,3,0
French River 46,CSMI I June 2023,11,10.4885,0.6821,11.5934,130.778959,184.247,-1.8022,104.6085,1782.1,5.5332,0.31093,999.7761,516.273,10.792,0,64.43,0.289,8.198,45.69922,-81.08708,112.4074,128.1512,11.15369,4,0
French River 46,CSMI I June 2023,12,10.1232,0.7605,11.7088,129.860303,184.853,-1.8572,104.7526,1793.7,4.7014,0.26218,999.815,519.429,11.768,0,62.2,0.299,8.197,45.69923,-81.08713,82.6022,64.1426,11.24941,3,0
French River 46,CSMI I June 2023,13,9.9445,0.8036,11.7792,129.424963,185.174,-1.8795,104.811,1840.4,3.5921,0.19536,999.8359,523.141,12.746,0,77.48,0.25,8.196,45.69925,-81.08714,74.4886,49.4039,11.29666,3,0
French River 46,CSMI I June 2023,14,9.802,0.8231,11.7853,129.156016,185.546,-1.8762,104.8022,1807.1,2.8982,0.16027,999.853,526.535,13.727,0,83.92,0.313,8.192,45.69926,-81.08717,74.9115,49.8702,11.33477,4,0
French River 46,CSMI I June 2023,15,9.5797,0.8366,11.8373,128.842063,186.286,-1.9355,104.9578,1779.3,2.58,0.14525,999.8766,529.519,14.714,0,60.99,0.322,8.19,45.69926,-81.0872,86.5216,62.556,11.39467,2,0
French River 46,CSMI I June 2023,16,9.2456,0.9019,11.9164,128.397065,187.45,-2.0116,105.1577,1837.5,2.0583,0.11172,999.9089,532.912,15.695,0,65.71,0.249,8.191,45.69926,-81.08723,72.6162,47.3307,11.48544,3,0
French River 46,CSMI I June 2023,17,8.8963,0.9274,12.028,127.964619,188.747,-2.0773,105.3305,1694.3,1.5455,0.09116,999.9403,535.845,16.653,0,45.93,0.367,8.191,45.69926,-81.08722,75.0321,50.3091,11.58216,3,0
French River 46,CSMI I June 2023,18,8.6385,0.9543,12.1181,127.338596,189.262,-2.0356,105.2206,1611.8,1.1985,0.07474,999.9638,539.882,17.665,0,30.95,0.232,8.191,45.69926,-81.08728,80.239,55.4648,11.65424,3,0
French River 46,CSMI I June 2023,19,8.5756,0.9363,12.1589,127.160096,189.352,-2.0483,105.2542,1727.7,1.0448,0.060219,999.9729,542.889,18.638,0,25.26,0.283,8.183,45.69926,-81.08728,74.5183,49.4089,11.672,3,0
French River 46,CSMI I June 2023,20,8.5618,0.8121,12.178,127.227249,189.53,-2.2152,105.6939,1790.5,0.78969,0.043881,999.9785,545.98,19.613,0,53.98,0.297,8.182,45.69926,-81.08731,75.796,51.0543,11.67592,3,0
French River 46,CSMI I June 2023,21,8.3017,0.7884,12.2165,126.861559,190.46,-2.2827,105.8727,1876.2,0.49111,0.025939,1000.0011,549.322,20.587,0,43.6,0.295,8.183,45.69926,-81.08732,75.6172,50.9295,11.74969,4,0
French River 46,CSMI I June 2023,22,8.1944,0.7566,12.2576,126.656692,190.768,-2.2917,105.8966,1696.8,0.3688,0.021875,1000.0128,552.984,21.577,0,17.13,0.297,8.179,45.69926,-81.08732,75.3543,50.6903,11.78043,3,0
French River 46,CSMI I June 2023,23,8.0539,0.7345,12.3093,126.169047,190.841,-2.3086,105.9414,1831.4,0.19542,0.0106,1000.0263,555.853,22.551,0,22.09,0.358,8.178,45.69925,-81.08735,75.6636,51.5932,11.82097,4,0
French River 46,CSMI I June 2023,24,7.6556,0.6567,12.3649,124.699588,190.922,-2.4608,106.3454,1818.7,0.10114,0.0055405,1000.0544,558.802,23.534,0,20.73,0.339,8.172,45.69926,-81.08737,78.8855,55.0348,11.93703,3,0
French River 46,CSMI I June 2023,25,7.3891,0.5238,12.4472,124.008266,191.425,-2.762,107.1488,1687.8,0.0027034,0.00018314,1000.074,561.755,24.526,0,19.81,0.331,8.166,45.69926,-81.08739,76.7027,51.6211,12.01549,2,0
French River 46,CSMI I June 2023,26,7.157,0.386,12.5186,123.549836,192.092,-2.8884,107.488,1469.9,-0.004449,-0.0002563,1000.0908,564.994,25.498,0,18.17,0.264,8.16,45.69926,-81.08742,74.9325,50.2549,12.08464,3,0
French River 46,CSMI I June 2023,27,7.0038,0.3539,12.5674,123.164714,192.413,-2.8737,107.4484,1470.3,1.00E-12,6.80E-14,1000.1029,568.093,26.477,0,17.63,0.301,8.158,45.69925,-81.08742,75.6652,50.8788,12.13092,4,0
French River 46,CSMI I June 2023,28,6.697,0.3402,12.5951,122.47843,193.192,-2.839,107.3557,1666.8,1.00E-12,6.03E-14,1000.1217,571.253,27.458,0,16.56,0.33,8.154,45.69924,-81.08745,78.8928,53.8838,12.22403,3,0
French River 46,CSMI I June 2023,29,6.5176,0.2741,12.7038,121.939779,193.438,-2.9885,107.7574,1880.8,1.00E-12,5.32E-14,1000.1338,574.188,28.437,0,15.55,0.361,8.148,45.69925,-81.08748,77.9812,53.0686,12.27917,3,0
French River 46,CSMI I June 2023,30,6.2832,0.221,12.7278,121.253035,193.79,-3.1884,108.2973,1854.7,1.00E-12,5.39E-14,1000.1476,577.13,29.421,0,14.57,0.344,8.141,45.69926,-81.08751,76.7479,51.3394,12.35181,3,0
French River 46,CSMI I June 2023,31,6.2559,0.2466,12.7527,121.15239,193.798,-3.2423,108.4433,1858.8,1.00E-12,5.38E-14,1000.1534,580.047,30.402,0,13.37,0.32,8.137,45.69926,-81.08755,75.7263,50.1534,12.36034,3,0
French River 46,CSMI I June 2023,32,6.1028,0.2125,12.7893,120.68946,194.008,-3.2614,108.495,1946.3,1.00E-12,5.14E-14,1000.1635,582.768,31.381,0,12.35,0.356,8.132,45.69926,-81.08758,75.217,49.653,12.40827,3,0
French River 46,CSMI I June 2023,33,5.8653,0.1377,12.8391,119.992978,194.373,-3.3101,108.6272,1964,1.00E-12,5.09E-14,1000.176,585.322,32.36,0,11.41,0.411,8.126,45.69926,-81.0876,76.4585,50.702,12.48323,2,0
French River 46,CSMI I June 2023,34,5.8149,0.1419,12.8132,119.85706,194.471,-3.3595,108.7616,1984.5,1.00E-12,5.04E-14,1000.1823,588.322,33.351,0,10.17,0.285,8.115,45.69926,-81.08761,76.0399,49.9841,12.49924,2,0
French River 46,CSMI I June 2023,35,5.701,0.1418,12.8474,119.51952,194.642,-3.4181,108.921,2000.6,1.00E-12,5.00E-14,1000.1904,590.434,34.322,0,9.48,0.418,8.111,45.69926,-81.08764,75.9517,49.8335,12.53549,3,0
French River 46,CSMI I June 2023,36,5.6201,0.1276,12.874,119.317792,194.827,-3.4474,109.0007,1969.2,1.00E-12,5.08E-14,1000.1975,593.019,35.304,0,62.39,0.408,8.105,45.69924,-81.08765,75.5774,49.7025,12.5614,3,0
French River 46,CSMI I June 2023,37,5.5049,0.1195,12.8858,119.036417,195.103,-3.4569,109.0267,1953.6,1.00E-12,5.12E-14,1000.2052,595.717,36.284,0,74.37,0.374,8.101,45.69925,-81.08767,76.3172,50.127,12.59848,3,0
French River 46,CSMI I June 2023,38,5.4131,0.1311,12.9335,118.807502,195.315,-3.4645,109.0475,2003.9,1.00E-12,4.99E-14,1000.2124,598.298,37.259,0,96.87,0.359,8.101,45.69926,-81.08768,76.5437,50.4757,12.6281,2,0
French River 46,CSMI I June 2023,39,5.3228,0.1276,12.9824,118.556959,195.484,-3.4868,109.1084,1922.3,1.00E-12,5.21E-14,1000.2193,601.015,38.248,0,77.85,0.366,8.098,45.69926,-81.0877,75.8197,49.5109,12.65739,3,0
French River 46,CSMI I June 2023,40,5.2893,0.1483,12.9707,118.483597,195.578,-3.4867,109.108,1950.4,1.00E-12,5.13E-14,1000.2248,603.826,39.237,0,101.44,0.333,8.091,45.69926,-81.08772,75.2721,48.8913,12.66824,2,0
French River 46,CSMI I June 2023,41,5.1176,0.1459,13.0473,118.054361,195.981,-3.4781,109.0846,2068.7,1.00E-12,4.83E-14,1000.2333,606.478,40.203,0,76.58,0.343,8.098,45.69924,-81.08774,75.3358,49.0722,12.72431,3,0
French River 46,CSMI I June 2023,42,5.0571,0.1953,13.0905,117.87437,196.076,-3.4425,108.9876,2106.8,1.00E-12,4.76E-14,1000.2392,620.191,41.186,0,62.23,0.018,8.09,45.69926,-81.08787,75.1846,48.995,12.74419,22,0
French River 82,CSMI I June 2023,1,12.4188,0.0966,11.1137,147.778017,197.477,0.0777,99.801,2373.7,263.17,11.093,999.5282,74.645,0.977,0,76.57,0.566,7.058,45.48287,-81.23248,-99.0831,0.0103,10.66905,2,0
French River 82,CSMI I June 2023,2,10.0841,-0.2028,11.6741,137.18471,195.517,-4.8033,112.4299,2361,-44.48,-1.863,999.7907,247.79,1.964,0,92.7,-0.415,9.004,45.48325,-81.23291,-98.6295,0.0105,11.24733,138,0
French River 82,CSMI I June 2023,3,10.7563,-0.1353,11.514,137.824818,192.713,-2.1586,105.5455,2361.5,26.402,1.1177,999.7165,316.793,2.942,0,87.99,0.123,8.187,45.48332,-81.23314,34.2076,37.4015,11.08368,8,0
French River 82,CSMI I June 2023,4,10.659,-0.1458,11.5038,137.353745,192.58,-2.1208,105.4452,2362.1,21.965,0.92989,999.7306,330.675,3.923,0,83.9,0.113,8.189,45.48334,-81.2332,77.1558,51.7055,11.10875,7,0
French River 82,CSMI I June 2023,5,10.5781,-0.1412,11.4994,137.083258,192.638,-2.1163,105.4332,2361.1,14.527,0.61526,999.7431,336.229,4.903,0,79.87,0.209,8.189,45.48336,-81.2332,73.6104,49.6486,11.12974,5,0
French River 82,CSMI I June 2023,6,10.4621,-0.1269,11.5997,136.684251,192.706,-2.1054,105.4044,2361.5,12.011,0.50862,999.7588,340.72,5.884,0,99.65,0.218,8.192,45.48337,-81.23323,73.1141,49.4362,11.15992,4,0
French River 82,CSMI I June 2023,7,10.2572,-0.1248,11.689,135.991112,192.842,-2.103,105.3983,2361.9,11.628,0.49231,999.7826,345.114,6.864,0,93.78,0.227,8.19,45.48338,-81.23322,73.3383,49.348,11.2136,5,0
French River 82,CSMI I June 2023,8,9.867,-0.0773,11.8007,134.68775,193.133,-2.125,105.4562,2362.8,11.379,0.48159,999.8218,349.412,7.845,0,88.88,0.23,8.196,45.48338,-81.23325,73.4411,49.5144,11.31731,4,0
French River 82,CSMI I June 2023,9,9.1969,-0.0479,11.9522,132.428372,193.614,-2.1196,105.442,2363.3,11.302,0.47827,999.8818,353.65,8.828,0,84.32,0.23,8.192,45.48338,-81.23328,77.1807,53.1281,11.49884,4,0
French River 82,CSMI I June 2023,10,8.7635,-0.1,12.1267,130.951158,193.912,-2.1318,105.474,2363.3,11.638,0.49246,999.9189,357.766,9.806,0,83.46,0.237,8.19,45.48338,-81.2333,76.1988,52.6153,11.619,4,0
French River 82,CSMI I June 2023,11,8.3916,-0.0931,12.2567,129.706952,194.21,-2.1852,105.615,2362.8,12.35,0.5227,999.9493,361.817,10.788,0,84.07,0.243,8.188,45.48338,-81.2333,75.329,51.5355,11.72405,4,0
French River 82,CSMI I June 2023,12,7.8884,-0.0715,12.4037,128.052075,194.665,-2.1902,105.6281,2363.3,13.794,0.58368,999.9857,365.777,11.767,0,82.26,0.249,8.189,45.4834,-81.23332,77.0287,52.977,11.86864,4,0
French River 82,CSMI I June 2023,13,7.2427,-0.0693,12.6028,125.868004,195.178,-2.1984,105.6499,2362.8,16.087,0.68086,1000.0257,369.73,12.749,0,68.12,0.248,8.19,45.48341,-81.23334,75.1153,50.8261,12.05907,4,0
French River 82,CSMI I June 2023,14,6.5534,-0.073,12.8371,123.535968,195.749,-2.2094,105.6788,2364.2,19.26,0.81465,1000.0612,373.594,13.73,0,84.61,0.257,8.185,45.48341,-81.23336,75.5261,51.5326,12.26849,4,0
French River 82,CSMI I June 2023,15,5.9114,-0.0929,13.0284,121.345148,196.271,-2.2227,105.7141,2364.2,21.072,0.89129,1000.0889,377.411,14.71,0,98.39,0.258,8.181,45.48342,-81.23338,76.4144,52.2386,12.46869,4,0
French River 82,CSMI I June 2023,16,5.6359,-0.0902,13.1699,120.34974,196.411,-2.1992,105.6519,2364.1,21.3,0.90094,1000.1016,381.304,15.69,0,86.1,0.251,8.177,45.48342,-81.2334,74.2283,50.1865,12.55629,4,0
French River 82,CSMI I June 2023,17,5.5498,-0.0869,13.2359,120.034325,196.448,-2.1774,105.5944,2363.7,20.131,0.85167,1000.1087,385.186,16.671,0,82.92,0.255,8.174,45.48342,-81.2334,74.1148,49.7584,12.58391,4,0
French River 82,CSMI I June 2023,18,5.4518,-0.0821,13.2574,119.687958,196.512,-2.2031,105.6624,2364.4,19.61,0.82938,1000.1158,388.951,17.653,0,67.47,0.265,8.172,45.48342,-81.2334,73.6332,49.2472,12.61553,3,0
French River 82,CSMI I June 2023,19,5.3821,-0.057,13.2957,119.437766,196.551,-2.2401,105.7601,2364.4,17.172,0.72629,1000.1222,392.285,18.633,0,86.71,0.299,8.168,45.48342,-81.23341,73.359,48.8361,12.63808,3,0
French River 82,CSMI I June 2023,20,5.238,0.0368,13.3124,118.923286,196.637,-2.2202,105.7074,2363.7,15.931,0.67397,1000.1301,395.511,19.612,0,90.82,0.305,8.164,45.48342,-81.23342,73.2597,49.0342,12.68494,4,0
French River 82,CSMI I June 2023,21,5.1264,0.0787,13.3421,118.555042,196.755,-2.2048,105.6667,2364.4,14.573,0.61637,1000.1371,398.739,20.594,0,98.14,0.303,8.16,45.48342,-81.23343,73.599,48.9685,12.72143,3,0
French River 82,CSMI I June 2023,22,5.0275,0.1082,13.3671,118.206343,196.822,-2.1858,105.6167,2364.4,13.29,0.56209,1000.1437,401.859,21.575,0,78.06,0.314,8.16,45.48344,-81.23346,73.3937,49.0504,12.75391,3,0
French River 82,CSMI I June 2023,23,4.9908,0.1227,13.3771,118.069227,196.835,-2.1705,105.5762,2363.9,12.003,0.50778,1000.1491,404.914,22.556,0,98.1,0.322,8.155,45.48344,-81.23346,73.4613,48.9659,12.76599,3,0
French River 82,CSMI I June 2023,24,4.9782,0.1363,13.375,118.015985,196.829,-2.1558,105.5372,2363.3,10.919,0.46203,1000.1542,407.894,23.535,0,79.97,0.333,8.153,45.48344,-81.23348,73.1495,48.7862,12.77016,3,0
French River 82,CSMI I June 2023,25,4.9292,0.1585,13.3958,117.84291,196.862,-2.18,105.6011,2363.8,9.8229,0.41555,1000.1598,410.852,24.516,0,97.77,0.334,8.151,45.48345,-81.23349,73.4476,48.9537,12.78634,3,0
French River 82,CSMI I June 2023,26,4.8729,0.1498,13.3824,117.653054,196.915,-2.1971,105.6466,2363.9,8.8447,0.37416,1000.1654,414.211,25.497,0,70.73,0.277,8.149,45.48346,-81.2335,73.7249,48.9633,12.80497,3,0
