Site,Survey," Depth [fresh water, m]", Temperature [deg C],Fluorescence [mg/m^3],Oxygen [mg/l],Conductivity [uS/cm],Specific Conductance [uS/cm],Beam Attenuation [1/m], Beam Transmission [%],"SPAR, Biospherical","PAR/Irradiance, Biospherical",CPAR/Corrected Irradiance [%],Density [kg/m^3],"Time, Elapsed [seconds]","Pressure, Digiquartz [db]",Bottles Fired,Altimeter [m], Descent Rate [m/s],pH,Latitude [deg],Longitude [deg],Mean Size [μm] ,Total Volume Concentration [PPM] ,Derived Oxygen [mg/l],Nbin,Flag
Parry Sound 46,CSMI II August 2023,7,20.0269,-0.0478,9.1915,169.249572,187.923,-0.6122,101.5423,2320.6,65.776,2.8343,998.301,255.187,6.857,0,63.62,0.535,8.375,45.15986,-80.4597,53.4189,47.9932,9.08264,2,0
Parry Sound 46,CSMI II August 2023,8,20.0074,0.0129,9.1944,169.132455,187.874,-0.5779,101.4551,2321.5,59.69,2.5711,998.3095,257.939,7.852,0,40.18,0.294,8.377,45.15984,-80.4597,55.2931,49.0155,9.08616,2,0
Parry Sound 46,CSMI II August 2023,9,19.9826,0.0682,9.2058,169.078106,187.917,-0.5332,101.342,2321.3,53.039,2.2849,998.3191,259.64,8.821,0,43.91,0.541,8.382,45.15984,-80.4597,56.6437,50.6194,9.09062,2,0
Parry Sound 46,CSMI II August 2023,10,19.9795,0.2155,9.186,169.060686,187.911,-0.5668,101.4271,2321.3,45.592,1.964,998.3242,262.109,9.812,0,41.85,0.368,8.385,45.15984,-80.4597,56.5324,49.3984,9.09119,2,0
Parry Sound 46,CSMI II August 2023,11,19.9307,0.137,9.2058,168.911184,187.949,-0.5193,101.3067,2321.9,39.808,1.7145,998.3388,263.987,10.786,0,41.12,0.488,8.387,45.15984,-80.45968,54.8316,49.1499,9.10002,3,0
Parry Sound 46,CSMI II August 2023,12,19.6948,0.1644,9.2718,168.16575,188.107,-0.5191,101.3061,2323,34.542,1.487,998.3916,266.33,11.765,0,39.54,0.412,8.39,45.15984,-80.45967,54.9368,48.7223,9.14292,2,0
Parry Sound 46,CSMI II August 2023,13,19.324,0.2371,9.379,166.783248,188.121,-0.5165,101.2995,2322.7,30.284,1.3038,998.4707,269.195,12.75,0,38.29,0.33,8.394,45.15984,-80.45965,58.1259,53.3365,9.21108,4,0
Parry Sound 46,CSMI II August 2023,14,19.224,0.3144,9.4372,166.268133,187.964,-0.4046,101.0167,2322.5,26.384,1.136,998.4951,272.13,13.729,0,37.46,0.337,8.395,45.15982,-80.45963,57.1403,52.1279,9.2296,3,0
Parry Sound 46,CSMI II August 2023,15,19.1527,0.3374,9.4856,165.843567,187.787,-0.3836,100.9638,2320.9,23.743,1.023,998.5137,275.739,14.728,0,36.31,0.111,8.388,45.15982,-80.45962,54.4654,49.5302,9.24278,1,0
Parry Sound 46,CSMI II August 2023,16,19.0181,0.3995,9.4415,165.310277,187.755,-0.3475,100.8725,2320.8,19.116,0.82366,998.5446,278.031,15.687,0,35.63,0.372,8.389,45.15982,-80.45962,56.9177,51.2873,9.268,4,0
Parry Sound 46,CSMI II August 2023,17,18.8191,0.4466,9.4596,164.574823,187.769,-0.3676,100.9233,2320.2,17.754,0.76522,998.588,280.989,16.668,0,34.47,0.359,8.383,45.15982,-80.45961,57.7499,52.4858,9.30532,3,0
Parry Sound 46,CSMI II August 2023,18,18.4809,0.5301,9.5324,163.584603,188.093,-0.3499,100.8785,2321.2,15.185,0.65417,998.6576,283.745,17.652,0,33.43,0.392,8.383,45.15982,-80.45958,58.3492,53.0583,9.36949,3,0
Parry Sound 46,CSMI II August 2023,19,17.6618,0.665,9.7795,160.964238,188.635,-0.2396,100.6009,2320.5,13.036,0.56183,998.8136,286.488,18.631,0,32.26,0.352,8.382,45.15981,-80.45958,57.2706,51.8999,9.52875,2,0
Parry Sound 46,CSMI II August 2023,20,16.2449,0.7362,10.1516,156.073675,189.189,-0.3479,100.8734,2320.7,11.409,0.49162,999.062,289.084,19.615,0,31.13,0.375,8.377,45.15981,-80.45957,84.8605,91.4171,9.81653,3,0
Parry Sound 46,CSMI II August 2023,21,14.464,0.8113,10.6028,150.075326,190.124,-0.3323,100.8342,2321.3,9.4597,0.40751,999.3476,291.572,20.594,0,29.78,0.404,8.362,45.1598,-80.45956,112.147,174.4721,10.19592,2,0
Parry Sound 46,CSMI II August 2023,22,12.1305,0.7201,11.5875,142.828212,192.363,-0.3218,100.8077,2322.1,7.987,0.34396,999.6489,294.292,21.574,0,29,0.34,8.356,45.15982,-80.45953,103.0607,146.2744,10.74582,4,0
Parry Sound 46,CSMI II August 2023,23,10.5558,0.6396,12.318,137.874463,193.895,-0.3886,100.9763,2322,6.7881,0.29234,999.8248,297.267,22.555,0,28,0.345,8.351,45.15981,-80.45952,117.1776,196.6475,11.1395,3,0
Parry Sound 46,CSMI II August 2023,24,9.6864,0.5562,12.8385,134.763812,194.25,-0.4317,101.0853,2320.5,5.8859,0.25365,999.9117,300.497,23.535,0,26.95,0.293,8.343,45.1598,-80.45951,114.2947,163.653,11.36662,2,0
Parry Sound 46,CSMI II August 2023,25,9.0015,0.5249,12.8722,132.275428,194.501,-0.4881,101.2276,2320.4,5.2266,0.22524,999.9723,303.553,24.516,0,25.83,0.323,8.329,45.15981,-80.45948,73.0257,70.333,11.55271,4,0
Parry Sound 46,CSMI II August 2023,26,8.7034,0.5679,13.0247,131.026919,194.37,-0.5364,101.35,2320.4,4.6306,0.19955,999.9988,306.89,25.504,0,24.99,0.273,8.318,45.15982,-80.45945,67.4021,60.5943,11.63584,2,0
Parry Sound 46,CSMI II August 2023,27,8.4758,0.7045,13.0654,130.119943,194.338,-0.5022,101.2634,2319.5,3.913,0.1687,1000.0191,309.767,26.477,0,23.97,0.328,8.31,45.15982,-80.45942,62.481,54.5728,11.70022,4,0
Parry Sound 46,CSMI II August 2023,28,8.1528,0.7014,13.0506,128.945941,194.46,-0.5037,101.2671,2319,3.4223,0.14757,1000.0451,312.749,27.457,0,22.95,0.329,8.287,45.15982,-80.45942,62.1304,53.8847,11.79235,3,0
Parry Sound 46,CSMI II August 2023,29,7.8392,0.7655,13.0947,127.878664,194.693,-0.5204,101.3095,2318,2.9052,0.12533,1000.069,315.609,28.438,0,21.88,0.36,8.266,45.15982,-80.45939,56.9004,48.4196,11.88311,3,0
Parry Sound 46,CSMI II August 2023,30,7.6972,0.8373,13.1018,127.280289,194.624,-0.5456,101.3735,2317.8,2.4724,0.10666,1000.0819,318.93,29.417,0,20.88,0.299,8.253,45.15982,-80.45937,57.0793,48.1407,11.92462,3,0
Parry Sound 46,CSMI II August 2023,31,7.4204,0.8636,13.1355,126.442775,194.999,-0.551,101.387,2317,2.0933,0.090342,1000.1013,322.467,30.402,0,19.8,0.276,8.238,45.15982,-80.45933,58.1707,50.0274,12.0068,4,0
Parry Sound 46,CSMI II August 2023,32,6.9157,0.7982,13.1269,124.872709,195.62,-0.6345,101.5992,2318.4,1.7606,0.075943,1000.1317,325.978,31.382,0,18.79,0.265,8.188,45.15982,-80.45932,57.5135,50.6743,12.15757,3,0
Parry Sound 46,CSMI II August 2023,33,6.6619,0.6534,13.0516,123.930191,195.698,-0.8211,102.0742,2317.8,1.4564,0.062836,1000.1478,329.465,32.364,0,17.63,0.267,8.149,45.15982,-80.45929,56.2399,50.0543,12.23478,4,0
Parry Sound 46,CSMI II August 2023,34,6.3876,0.5279,13.0435,122.813841,195.631,-1.0532,102.6682,2316.8,1.2168,0.052523,1000.1635,332.672,33.341,0,16.77,0.319,8.123,45.15982,-80.45927,56.3563,49.8227,12.31937,3,0
Parry Sound 46,CSMI II August 2023,35,6.2222,0.3748,13.0223,122.165016,195.629,-1.242,103.154,2318.3,1.0183,0.043924,1000.1743,335.886,34.323,0,15.81,0.322,8.099,45.15981,-80.45923,56.9961,51.9552,12.37085,3,0
Parry Sound 46,CSMI II August 2023,36,6.1391,0.2306,12.9373,121.831463,195.615,-1.3562,103.4487,2318.4,0.83969,0.036218,1000.182,339.147,35.306,0,14.74,0.278,8.073,45.1598,-80.45921,55.057,51.0754,12.39678,3,0
Parry Sound 46,CSMI II August 2023,37,6.1186,0.1994,12.8973,121.737832,195.594,-1.5963,104.0714,2317.8,0.67887,0.029289,1000.1875,342.613,36.283,0,13.47,0.264,8.062,45.15982,-80.45918,53.9931,50.5569,12.40323,4,0
Parry Sound 46,CSMI II August 2023,38,6.0428,0.1814,12.9041,121.46518,195.632,-1.7286,104.4163,2308.4,0.54634,0.023665,1000.1948,346.241,37.265,0,12.69,0.28,8.049,45.15981,-80.45915,54.3719,51.649,12.42703,4,0
Parry Sound 46,CSMI II August 2023,39,6.0055,0.1412,12.8768,121.333053,195.655,-1.8208,104.6574,2310,0.42425,0.018365,1000.2008,349.64,38.244,0,11.77,0.315,8.036,45.1598,-80.45912,54.8521,52.7577,12.43881,3,0
Parry Sound 46,CSMI II August 2023,40,5.9519,0.1136,12.8372,121.155533,195.707,-1.8951,104.8517,2309.1,0.31867,0.013799,1000.2073,353.051,39.229,0,10.74,0.285,8.027,45.1598,-80.4591,54.4077,52.5729,12.45575,3,0
Parry Sound 46,CSMI II August 2023,41,5.857,0.1327,12.8365,120.852263,195.817,-1.9017,104.869,2309.7,0.22066,0.0095531,1000.2151,356.082,40.209,0,9.68,0.309,8.024,45.1598,-80.45908,59.5171,60.1469,12.48578,3,0
Parry Sound 46,CSMI II August 2023,42,5.79,0.1277,12.8684,120.624279,195.873,-1.9199,104.917,2313.7,0.13366,0.0057775,1000.2219,358.963,41.188,0,8.82,0.343,8.018,45.1598,-80.45907,53.7528,53.5519,12.50706,3,0
Parry Sound 46,CSMI II August 2023,43,5.7354,0.1277,12.8934,120.447289,195.933,-1.9346,104.9555,2321.1,0.050654,0.0021832,1000.2283,361.898,42.17,0,35.7,0.336,8.013,45.1598,-80.45903,55.3348,55.3596,12.52447,3,0
Parry Sound 46,CSMI II August 2023,44,5.7127,0.1116,12.9013,120.379665,195.968,-1.9944,105.1124,2324.9,0.005709,0.00024599,1000.2337,364.642,43.149,0,39.22,0.35,8.009,45.15979,-80.45902,54.6044,54.867,12.5317,3,0
Parry Sound 46,CSMI II August 2023,45,5.6632,0.1176,12.9069,120.231038,196.042,-2.0074,105.1465,2331.1,1.00E-12,4.29E-14,1000.2399,367.218,44.127,0,78.56,0.407,8.007,45.1598,-80.45902,54.4613,54.3825,12.54755,2,0
Parry Sound 46,CSMI II August 2023,46,5.6696,0.1137,12.8955,120.246423,196.026,-1.9911,105.1039,2337.3,1.00E-12,4.28E-14,1000.2445,371.293,45.111,0,22.09,0.211,8.001,45.15979,-80.459,54.3538,54.6447,12.5455,7,0
Parry Sound 46,CSMI II August 2023,47,5.643,0.1129,12.8656,120.151554,196.042,-1.9901,105.101,2339.3,1.00E-12,4.27E-14,1000.2501,380.641,46.092,0,14.96,0.08,7.989,45.15978,-80.45898,54.9084,54.9793,12.55401,12,0
Parry Sound 46,CSMI II August 2023,48,5.5952,0.1097,12.8436,119.989461,196.083,-2.0116,105.1575,2331.2,1.00E-12,4.29E-14,1000.2561,429.594,47.071,1,1.91,0.013,7.967,45.15968,-80.45878,54.6873,53.8273,12.56935,77,0
Parry Sound 46,CSMI II August 2023,49,5.573,0.0802,12.828,119.913537,196.102,-2.0274,105.1991,2326.3,1.00E-12,4.30E-14,1000.2615,492.741,48.031,6,0.97,0.262,7.958,45.1595,-80.45853,53.8586,53.2242,12.57647,3,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,1,21.4538,-0.0031,8.7311,81.454479,86.356,4.5688,93.4697,2654.4,388.97,14.627,997.9325,38.318,0.979,0,74.31,0.088,13.991,44.08706,-83.01061,-98.8819,0.0104,8.8351,58,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,2,22.2072,-0.0042,9.323,208.628866,220.184,20.7904,61.6039,2636.7,189.82,7.1819,997.8142,61.442,1.957,0,25.23,0.277,9.481,44.08706,-83.01068,-98.8646,0.0104,8.70397,3,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,3,22.3234,0.135,9.9608,239.202694,252.703,23.2408,55.9393,2632.5,93.836,3.5645,997.8042,68.7,2.95,0,13.16,0.408,8.49,44.08706,-83.01072,-98.376,0.0106,8.68325,1,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,4,22.2999,0.7257,11.1038,233.120134,246.4,20.8569,59.377,2623.6,58.835,2.2428,997.8118,78.454,3.914,0,11.75,0.027,8.588,44.08706,-83.01074,62.643,97.6497,8.68731,13,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,5,22.0098,0.5881,8.0237,150.829225,160.41,15.4315,68.1432,2603.3,38.657,1.4838,997.8525,101.31,4.903,0,10.71,0.032,8.576,44.08706,-83.01083,58.6605,84.8903,8.73793,37,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,6,21.7459,2.2099,9.9043,281.215195,300.407,15.2207,68.3546,2467.9,21.855,0.89507,997.9655,263.772,5.856,0,10.06,0.28,8.648,44.08707,-83.01129,62.9242,71.8161,8.77911,62,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,7,21.491,1.4384,9.1101,215.824167,232.099,13.1274,72.0475,2429.2,11.278,0.46841,998.003,336.034,6.869,0,8.99,0.2,8.628,44.08711,-83.01152,65.3769,74.0691,8.82417,5,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,8,21.5022,1.3912,9.114,216.853448,233.138,9.2185,79.4662,2443.2,9.333,0.38198,998.0053,319.45,7.841,0,7.93,0.216,8.617,44.0871,-83.01146,62.8914,68.117,8.8223,7,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,9,21.3884,1.4279,9.1301,215.750051,232.521,7.9871,81.9095,2442.1,7.3295,0.30013,998.0347,325.151,8.823,0,6.94,0.211,8.61,44.0871,-83.01146,62.0274,64.9492,8.84183,5,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,10,20.821,1.5063,9.2287,211.408864,230.662,7.632,82.6315,2441.1,5.7381,0.23506,998.1621,330.096,9.807,0,5.97,0.236,8.591,44.0871,-83.01147,71.7405,83.5838,8.94048,4,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,11,20.1545,1.8631,9.3165,206.894539,229.067,8.5837,80.7017,2441.3,4.2459,0.17391,998.3069,333.735,10.784,0,5.08,0.338,8.565,44.0871,-83.01147,76.4162,94.7188,9.05888,3,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,12,18.3458,1.6354,9.7087,197.399391,227.652,8.8191,80.2146,2441.9,2.9316,0.12005,998.6619,337.469,11.77,0,4.02,0.245,8.543,44.0871,-83.01148,107.479,180.6262,9.39983,4,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,13,15.7015,1.6169,10.4004,184.416902,226.499,10.2418,77.4337,2440.9,2.0184,0.082684,999.1258,340.436,12.749,0,3.04,0.33,8.469,44.0871,-83.01148,118.1139,222.5111,9.93357,3,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,14,14.4151,2.0366,11.0625,175.820426,223.013,12.3867,73.4021,2441.1,0.97007,0.039736,999.332,344.337,13.751,0,2.02,0.162,8.408,44.0871,-83.01148,196.7604,1342.8731,10.2077,2,0
Saginaw Bay 13 Port Austin,CSMI II August 2023,15,12.5366,1.7609,11.0529,166.326844,221.596,18.0895,63.2694,2439.6,0.45881,0.018815,999.5995,345.982,14.573,0,1.37,0.618,8.379,44.0871,-83.01148,103.3831,-195.5832,10.63125,1,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,1,24.9789,0.0365,7.9936,277.560111,277.592,49.3166,28.9172,2359.8,62.219,2.6366,997.1594,-0.695,1.03,0,10.68,-0.175,8.637,43.99354,-83.29692,-99.607,0.0102,8.2594,1,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,2,24.1604,0.0365,8.9526,280.043672,284.81,41.8436,35.1849,2359.8,32.755,1.388,997.371,1.258,1.968,0,9.9,0.316,8.662,43.99354,-83.29692,-98.6531,0.0105,8.3865,2,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,3,23.6454,0.9813,9.4479,279.971574,287.739,48.3316,29.8456,2355.5,25.845,1.0973,997.5034,14.856,2.942,0,8.56,-0.033,8.777,43.99353,-83.29693,40.5299,156.7336,8.46752,20,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,4,23.2613,0.8999,7.1803,280.327068,290.392,50.6351,28.1861,2356.3,12.264,0.52048,997.602,24.929,3.919,0,7.71,0.407,8.744,43.99352,-83.29694,68.8704,196.6002,8.52876,3,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,5,23.058,4.0653,8.5111,279.001864,290.241,48.3833,29.8254,2325.5,3.9746,0.17266,997.6549,161.649,4.899,0,6.33,-0.086,8.674,43.99365,-83.2972,60.3678,153.151,8.56165,145,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,6,23.061,3.7821,8.1303,273.91761,284.934,50.2804,28.4477,2330.5,0.20842,0.0090293,997.6566,288.314,5.89,0,5.43,0.196,8.687,43.99377,-83.29729,58.9466,152.1121,8.56131,4,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,7,22.8583,3.5569,8.1229,266.357907,278.247,51.3784,27.6795,2331.4,-0.0457,-0.001959,997.7067,261.853,6.865,0,4.56,0.3,8.69,43.99374,-83.29726,66.3719,182.67,8.59446,4,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,8,22.7959,3.3334,8.1464,258.754389,270.657,51.5137,27.5868,2331.2,-0.004201,-0.0001803,997.723,265.201,7.841,0,3.51,0.29,8.71,43.99372,-83.29726,65.8981,177.5032,8.60485,3,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,9,22.7219,2.8858,8.3521,251.361116,263.329,50.18,28.528,2243.4,1.00E-12,4.47E-14,997.7422,268.341,8.826,0,2.53,0.31,8.732,43.99373,-83.29726,62.4941,144.2366,8.61714,4,0
Saginaw Bay 9 OakPoint,CSMI II August 2023,10,21.9861,2.6766,8.4993,244.972949,260.618,47.9882,30.1365,2133.8,1.00E-12,4.73E-14,997.9144,272.361,9.799,0,1.58,0.25,8.72,43.99374,-83.29726,60.6038,147.6737,8.74013,3,0
Saugeen River 18,CSMI II August 2023,1,24.055,0.0228,7.7234,61.384301,63.839,0.7415,100.3629,1825.8,283.12,15.489,997.3147,3.391,0.981,0,76.38,0.078,8.284,44.52048,-81.41634,-98.8321,0.0104,8.40898,7,0
Saugeen River 18,CSMI II August 2023,2,23.001,0.0228,8.2057,182.162183,190.514,1.2973,97.1959,1798.9,135.11,7.4819,997.6182,6.805,1.957,0,25.75,0.484,8.5,44.5205,-81.41632,-98.6865,0.0105,8.57407,2,0
Saugeen River 18,CSMI II August 2023,3,22.7908,0.1145,8.7407,206.852609,216.39,0.1998,99.495,1775.9,81.149,4.5699,997.6825,9.734,2.963,0,14.46,0.324,8.539,44.52048,-81.41631,-98.9297,0.0104,8.60695,2,0
Saugeen River 18,CSMI II August 2023,4,22.8033,0.1399,7.9753,207.318834,216.821,0.4455,98.8946,1779.7,63.348,3.5595,997.6841,18.749,3.918,0,12.93,0.033,8.535,44.5205,-81.4163,33.8583,51.6605,8.6049,14,0
Saugeen River 18,CSMI II August 2023,5,22.6297,0.181,8.43,206.591741,216.848,0.48,98.8076,1855.4,56.616,3.0519,997.7292,128.302,4.903,0,12.09,0.008,8.521,44.52057,-81.41592,55.9401,57.0004,8.63342,184,0
Saugeen River 18,CSMI II August 2023,6,22.5812,0.0969,8.7675,206.433861,216.905,0.3432,99.1455,1405.5,48.628,3.446,997.745,250.939,5.89,0,11.43,0.47,8.508,44.52067,-81.41556,51.7475,59.4844,8.64142,2,0
Saugeen River 18,CSMI II August 2023,7,22.0885,0.1858,8.7875,209.008985,221.919,0.3937,99.0208,1546.8,42.528,2.8663,997.8646,239.966,6.866,0,10.45,0.425,8.506,44.52066,-81.41558,58.0735,70.2493,8.72337,3,0
Saugeen River 18,CSMI II August 2023,8,21.5757,0.295,8.7936,202.019396,216.836,0.9098,97.7556,1271.7,35.541,2.972,997.9826,241.975,7.839,0,9.53,0.505,8.492,44.52066,-81.41557,57.067,67.9348,8.81035,2,0
Saugeen River 18,CSMI II August 2023,9,21.3872,0.2214,8.7517,199.470489,214.982,0.9433,97.6695,1660.2,28.758,1.759,998.0287,244.495,8.832,0,8.49,0.363,8.477,44.52066,-81.41556,66.0311,82.5794,8.84246,2,0
Saugeen River 18,CSMI II August 2023,10,21.3342,0.1974,8.7795,199.063146,214.789,0.5846,98.5505,1294.1,25.354,2.022,998.0448,246.233,9.801,0,7.59,0.538,8.472,44.52066,-81.41554,55.1564,64.3125,8.85158,2,0
Saugeen River 18,CSMI II August 2023,11,21.278,0.1938,8.7259,198.379339,214.31,0.2785,99.306,2004.8,21.507,1.0193,998.0615,248.777,10.797,0,6.41,0.337,8.473,44.52067,-81.41554,53.8969,62.2973,8.86128,2,0
Saugeen River 18,CSMI II August 2023,12,21.2259,0.1747,8.7954,197.943479,214.081,-0.0798,100.2001,1395.8,18.721,1.4164,998.0773,250.355,11.758,0,5.59,0.567,8.486,44.52068,-81.41554,53.2799,60.7437,8.87028,2,0
Saugeen River 18,CSMI II August 2023,13,21.2092,0.121,8.9353,197.910725,214.123,-0.1848,100.4633,2061.9,16.462,0.73258,998.0854,253.05,12.767,0,4.24,0.288,8.478,44.52068,-81.41553,52.7688,59.7623,8.87316,2,0
Saugeen River 18,CSMI II August 2023,14,21.1415,0.1569,8.8191,197.577682,214.076,-0.3552,100.8921,1692.3,14.639,0.90392,998.1047,254.755,13.729,0,3.36,0.478,8.476,44.5207,-81.41552,52.796,59.3444,8.88489,3,0
Saugeen River 18,CSMI II August 2023,15,20.9966,0.1596,8.8178,196.925349,214.041,-0.3927,100.9865,1932.6,13.016,0.66635,998.1408,257.214,14.725,0,2.44,0.324,8.477,44.5207,-81.41552,52.6078,58.1805,8.91006,1,0
Saugeen River 18,CSMI II August 2023,16,20.8042,0.1045,8.8637,196.166314,214.112,-0.3734,100.9378,1083.3,11.037,1.0268,998.1868,261.028,15.644,0,1.25,0.408,8.462,44.5207,-81.41546,56.6826,64.5289,8.9437,3,0
Saugeen River 46,CSMI II August 2023,1,23.8396,0.0228,7.2319,46.387855,49.452,1.634,98.8017,2289.1,327.15,14.289,997.3598,7.376,0.981,0,86.5,0.067,8.018,44.53851,-81.50884,-98.7619,0.0104,8.44526,13,0
Saugeen River 46,CSMI II August 2023,2,21.4129,0.0228,7.9745,223.484634,239.115,9.2249,80.3554,2285.3,63.536,2.7825,998.0046,15.001,1.957,0,41.63,0.363,8.592,44.53854,-81.50882,-98.8753,0.0104,8.8348,3,0
Saugeen River 46,CSMI II August 2023,3,21.7229,0.0228,8.4441,200.071016,214.08,-1.8943,104.2135,2276.3,94.566,4.1545,997.9269,16.318,2.975,0,46.62,0.546,8.508,44.53854,-81.50882,-98.7661,0.0104,8.78511,1,0
Saugeen River 46,CSMI II August 2023,4,21.7453,0.0367,8.1656,137.875824,147.471,-0.6735,101.7013,2150.2,107.6,4.9905,997.9032,76.714,3.873,0,45.05,0.21,8.488,44.53884,-81.50865,87.0953,67.5407,8.78287,19,0
Saugeen River 46,CSMI II August 2023,5,21.6719,-0.018,8.8,194.550877,208.41,-0.7084,101.7871,2173.1,85.697,3.9428,997.9452,99.384,4.899,0,48.74,0.194,8.481,44.53895,-81.50863,50.9318,57.1291,8.79392,7,0
Saugeen River 46,CSMI II August 2023,6,21.5576,0.0269,8.9629,198.759455,213.432,-0.7243,101.8273,2203.5,82.784,3.7696,997.9769,226.282,5.879,0,41.13,-0.005,8.479,44.53949,-81.50838,53.0836,53.6847,8.81331,88,0
Saugeen River 46,CSMI II August 2023,7,21.6091,0.0226,8.9585,199.027905,213.484,-0.7315,101.8455,1960.6,70.51,3.6174,997.97,281.525,6.866,0,41.96,0.336,8.472,44.53954,-81.50826,53.2711,53.7908,8.8045,3,0
Saugeen River 46,CSMI II August 2023,8,21.5942,0.0228,8.95,198.942748,213.46,-0.7281,101.837,1912.8,65.481,3.535,997.9777,285.72,7.845,0,40.99,0.351,8.474,44.53955,-81.50826,53.055,53.9565,8.80704,3,0
Saugeen River 46,CSMI II August 2023,9,21.4323,0.0228,8.9594,198.11445,213.313,-0.7215,101.82,670.75,57.358,7.8735,998.0181,288.724,8.832,0,39.96,0.306,8.475,44.53956,-81.50826,52.5887,53.2085,8.83476,2,0
Saugeen River 46,CSMI II August 2023,10,21.0201,0.0634,9.027,195.99998,212.927,-0.7191,101.8141,1120.7,53.267,4.7946,998.1128,291.465,9.805,0,38.96,0.339,8.48,44.53956,-81.50824,55.7022,56.996,8.90605,4,0
Saugeen River 46,CSMI II August 2023,11,20.8762,0.0639,9.0778,195.198781,212.722,-0.7014,101.769,2020.7,47.698,2.5129,998.1484,294.119,10.785,0,38.08,0.399,8.482,44.53958,-81.50822,54.9392,56.7457,8.93114,2,0
Saugeen River 46,CSMI II August 2023,12,20.8135,0.0639,9.0793,194.804988,212.583,-0.7009,101.7677,2148.1,44.829,2.0923,998.1663,297.148,11.772,0,36.86,0.311,8.482,44.53958,-81.50822,54.0469,54.7886,8.94212,3,0
Saugeen River 46,CSMI II August 2023,13,20.7799,0.087,9.0781,194.635455,212.554,-0.691,101.7425,2242.5,40.585,1.813,998.178,299.539,12.746,0,35.98,0.388,8.486,44.53959,-81.50822,53.6082,54.2025,8.94802,3,0
Saugeen River 46,CSMI II August 2023,14,20.7581,0.0912,9.0844,194.528434,212.539,-0.6829,101.7218,2263.6,35.759,1.5798,998.1872,302.06,13.728,0,35.01,0.408,8.487,44.53958,-81.5082,53.3865,53.4133,8.95185,2,0
Saugeen River 46,CSMI II August 2023,15,20.7049,0.1035,9.0691,194.286838,212.521,-0.6711,101.692,2264.8,33.77,1.4911,998.203,304.738,14.713,0,33.96,0.354,8.487,44.5396,-81.50821,53.0663,53.0057,8.9612,3,0
Saugeen River 46,CSMI II August 2023,16,20.6113,0.1049,9.07,193.857157,212.486,-0.6915,101.7438,2263.7,30.699,1.3561,998.2275,307.332,15.688,0,33.05,0.402,8.488,44.53959,-81.50822,52.9942,53.5327,8.97771,2,0
Saugeen River 46,CSMI II August 2023,17,20.536,0.1262,9.0971,193.526874,212.476,-0.7021,101.7707,2254.8,28.037,1.2434,998.248,310.421,16.674,0,31.91,0.293,8.483,44.53958,-81.50822,53.2292,52.9896,8.99104,3,0
Saugeen River 46,CSMI II August 2023,18,20.5345,0.1549,9.0977,193.513702,212.468,-0.7167,101.808,2207.4,25.589,1.1594,998.2528,313.05,17.654,0,30.94,0.333,8.485,44.53958,-81.50822,53.0177,52.7281,8.99129,4,0
Saugeen River 46,CSMI II August 2023,19,20.4192,0.1596,9.1162,192.996206,212.438,-0.6984,101.7613,2172.8,23.064,1.0614,998.2817,315.489,18.636,0,30.07,0.427,8.484,44.53958,-81.50822,53.4772,52.6762,9.01176,1,0
Saugeen River 46,CSMI II August 2023,20,20.4239,0.1986,9.1145,192.996868,212.417,-0.6883,101.7357,2069.6,19.547,0.94628,998.2851,318.445,19.61,0,28.81,0.314,8.481,44.5396,-81.50822,54.398,53.1641,9.01093,3,0
Saugeen River 46,CSMI II August 2023,21,20.256,0.1915,9.1326,192.17414,212.296,-0.6824,101.7206,2048,18.805,0.91812,998.3249,320.647,20.593,0,27.99,0.456,8.479,44.5396,-81.50823,55.2588,54.4142,9.04088,3,0
Saugeen River 46,CSMI II August 2023,22,19.5046,0.2106,9.3212,188.517893,211.772,-0.6815,101.7183,1741,17.394,1.0036,998.4831,323.995,21.576,0,26.87,0.222,8.474,44.5396,-81.50823,53.8327,52.3056,9.17738,2,0
